txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,is_valid_utr,date,year_month,hour,day_name
TXN00013857,2026-01-24 07:35:23,USR33189,MCH4645,1816.08,UTR8739611115,5912,SUCCESS,True,2026-01-24,2026-01,7,Saturday
TXN00012705,2026-01-23 18:56:04,USR48168,MCH4207,3530.72,UTR0498515755,5411,SUCCESS,True,2026-01-23,2026-01,18,Friday
TXN00008884,2026-01-02 23:17:20,USR99474,MCH1206,7998.11,UTR6778164754,5411,SUCCESS,True,2026-01-02,2026-01,23,Friday
TXN00007528,2026-01-30 18:33:12,USR86253,MCH1683,13694.93,UTR6390761420,5411,SUCCESS,True,2026-01-30,2026-01,18,Friday
TXN00011321,2026-02-25 08:44:40,USR85411,MCH6621,15076.69,UTR9700714037,7011,SUCCESS,True,2026-02-25,2026-02,8,Wednesday
TXN00003742,2026-03-20 05:35:40,USR92327,MCH8759,20437.02,UTR3393354693,5812,SUCCESS,True,2026-03-20,2026-03,5,Friday
TXN00008492,2026-02-02 18:27:43,USR54536,MCH8074,3384.6,UTR3320495895,5999,SUCCESS,True,2026-02-02,2026-02,18,Monday
TXN00016765,2026-03-26 12:18:46,USR93890,MCH5711,20091.0,UTR9203187638,5999,FAILED,True,2026-03-26,2026-03,12,Thursday
TXN00017694,2026-01-13 15:03:46,USR40732,MCH9490,9002.0,UTR2443914333,5411,FAILED,True,2026-01-13,2026-01,15,Tuesday
TXN00006528,2026-03-28 10:06:31,USR29622,MCH4964,20882.75,UTR4641185560,5999,FAILED,True,2026-03-28,2026-03,10,Saturday
TXN00013401,2026-04-03 18:19:19,USR31880,MCH1798,24701.82,UTR8784371040,5912,SUCCESS,True,2026-04-03,2026-04,18,Friday
TXN00004494,2026-02-24 12:34:51,USR95466,MCH5376,19908.13,UTR0075153514,7011,SUCCESS,True,2026-02-24,2026-02,12,Tuesday
TXN00011094,2026-03-05 11:29:40,USR75900,MCH1058,8314.42,UTR9917244266,5999,SUCCESS,True,2026-03-05,2026-03,11,Thursday
TXN00017273,2026-01-14 18:30:01,USR76790,MCH6075,13085.0,UTR0709799346,4131,FAILED,True,2026-01-14,2026-01,18,Wednesday
TXN00009281,2026-02-21 00:15:01,USR68024,MCH5104,10455.06,UTR1967979496,5812,SUCCESS,True,2026-02-21,2026-02,0,Saturday
TXN00006056,2026-01-18 14:04:37,USR74396,MCH3197,12329.64,UTR9066186368,4131,SUCCESS,True,2026-01-18,2026-01,14,Sunday
TXN00010147,2026-01-16 17:24:29,USR91777,MCH4915,19600.29,UTR0387036525,4131,SUCCESS,True,2026-01-16,2026-01,17,Friday
TXN00008021,2026-02-13 00:38:19,USR87162,MCH8216,12452.0,UTR6064791461,5912,SUCCESS,True,2026-02-13,2026-02,0,Friday
TXN00015299,2026-03-12 03:39:52,USR81720,MCH9260,15641.17,UTR8680623402,5812,SUCCESS,True,2026-03-12,2026-03,3,Thursday
TXN00012856,2026-03-16 23:45:31,USR76098,MCH6109,5205.0,UTR9338335376,5912,FAILED,True,2026-03-16,2026-03,23,Monday
TXN00002230,2026-02-27 04:10:10,USR41686,MCH3071,7504.98,UTR9557966907,5812,SUCCESS,True,2026-02-27,2026-02,4,Friday
TXN00008304,2026-03-20 05:00:36,USR95674,MCH5401,5379.22,UTR8910180483,5999,SUCCESS,True,2026-03-20,2026-03,5,Friday
TXN00002751,2026-08-01 18:34:26,USR62352,MCH6961,9710.26,UTR2411349944,4131,SUCCESS,True,2026-08-01,2026-08,18,Saturday
TXN00016154,2026-12-01 06:43:49,USR24396,MCH4549,7444.86,UTR9010745901,7011,SUCCESS,True,2026-12-01,2026-12,6,Tuesday
TXN00002002,2026-02-02 21:46:04,USR30273,MCH3715,6182.0,UTR4088897098,5411,SUCCESS,True,2026-02-02,2026-02,21,Monday
TXN00017871,2026-03-23 02:31:39,USR84134,MCH7932,1129.96,UTR2897803833,5411,FAILED,True,2026-03-23,2026-03,2,Monday
TXN00009906,2026-02-19 18:35:29,USR91737,MCH9669,9793.08,UTR7243374821,7011,SUCCESS,True,2026-02-19,2026-02,18,Thursday
TXN00012105,2026-02-11 21:01:18,USR62385,MCH7681,7551.46,UTR8310520572,4131,SUCCESS,True,2026-02-11,2026-02,21,Wednesday
TXN00003363,2026-03-30 03:38:47,USR87291,MCH4490,17312.05,UTR6688677473,5912,SUCCESS,True,2026-03-30,2026-03,3,Monday
TXN00004301,2026-03-15 01:52:40,USR98963,MCH8511,2024.58,UTR0403071756,4131,PENDING,True,2026-03-15,2026-03,1,Sunday
TXN00012813,2026-01-09 06:36:33,USR20191,MCH8936,7452.0,UTR9559448527,5999,SUCCESS,True,2026-01-09,2026-01,6,Friday
TXN00009678,2026-03-06 07:59:54,USR64256,MCH3235,1728.09,,7011,SUCCESS,False,2026-03-06,2026-03,7,Friday
TXN00017971,2026-01-03 10:55:10,USR62625,MCH9776,1198.21,UTR7890902701,5812,SUCCESS,True,2026-01-03,2026-01,10,Saturday
TXN00016152,2026-01-21 09:16:16,USR20475,MCH5563,13950.77,UTR8762321453,5411,SUCCESS,True,2026-01-21,2026-01,9,Wednesday
TXN00011334,2026-03-29 13:01:14,USR32767,MCH8033,18247.02,UTR4892994283,5812,SUCCESS,True,2026-03-29,2026-03,13,Sunday
TXN00012493,2026-03-20 10:23:23,USR18021,MCH3684,8404.49,UTR0110455957,5812,SUCCESS,True,2026-03-20,2026-03,10,Friday
TXN00002376,2026-02-02 00:00:00,USR38437,MCH4578,6891.78,UTR5079845432,5411,SUCCESS,True,2026-02-02,2026-02,0,Monday
TXN00016897,2026-02-01 02:05:20,USR67814,MCH5171,1728.83,UTR9272463214,4131,SUCCESS,True,2026-02-01,2026-02,2,Sunday
TXN00003924,2026-02-09 22:29:17,USR42819,MCH7536,6655.55,UTR9885770586,4131,FAILED,True,2026-02-09,2026-02,22,Monday
TXN00012810,2026-01-28 00:00:00,USR16089,MCH3478,14920.61,UTR2659964448,5912,SUCCESS,True,2026-01-28,2026-01,0,Wednesday
TXN00014604,2026-02-07 00:55:35,USR90912,MCH3992,6800.75,UTR3515806131,4131,SUCCESS,True,2026-02-07,2026-02,0,Saturday
TXN00008536,2026-01-30 07:20:31,USR90160,MCH8495,8104.15,,5912,SUCCESS,False,2026-01-30,2026-01,7,Friday
TXN00014556,2026-01-15 17:25:05,USR81688,MCH2222,10183.23,UTR4323114461,5912,SUCCESS,True,2026-01-15,2026-01,17,Thursday
TXN00004965,2026-01-17 05:03:06,USR65014,MCH3468,12070.2,UTR0153287222,4131,SUCCESS,True,2026-01-17,2026-01,5,Saturday
TXN00012380,2026-03-29 17:51:12,USR11339,MCH9899,22522.69,UTR5306302554,4131,SUCCESS,True,2026-03-29,2026-03,17,Sunday
TXN00016736,2026-02-13 10:42:16,USR86671,MCH1318,22925.42,UTR8483573352,5411,SUCCESS,True,2026-02-13,2026-02,10,Friday
TXN00006289,2026-02-18 07:48:57,USR35502,MCH6411,24165.1,UTR8869496578,5999,SUCCESS,True,2026-02-18,2026-02,7,Wednesday
TXN00013908,2026-02-19 08:21:13,USR13844,MCH6787,915.95,UTR5021961853,5411,SUCCESS,True,2026-02-19,2026-02,8,Thursday
TXN00005968,2026-02-20 00:00:00,USR20374,MCH9694,2195.0,UTR0092134543,5411,SUCCESS,True,2026-02-20,2026-02,0,Friday
TXN00010276,2026-01-14 14:05:26,USR50541,MCH2324,12011.12,UTR4772427896,5812,PENDING,True,2026-01-14,2026-01,14,Wednesday
TXN00006474,2026-01-16 05:40:02,USR15164,MCH2258,24223.92,UTR6806916882,5411,FAILED,True,2026-01-16,2026-01,5,Friday
TXN00010498,2026-02-02 10:57:46,USR80912,MCH8382,14757.01,UTR4263242407,4131,SUCCESS,True,2026-02-02,2026-02,10,Monday
TXN00014376,2026-03-07 04:27:25,USR70302,MCH5376,20627.72,UTR2595478610,5411,SUCCESS,True,2026-03-07,2026-03,4,Saturday
TXN00000489,2026-01-16 07:34:36,USR16400,MCH8181,23760.78,UTR6606633603,7011,SUCCESS,True,2026-01-16,2026-01,7,Friday
TXN00015714,2026-01-13 22:39:19,USR28439,MCH5333,21372.31,UTR6760441626,5812,SUCCESS,True,2026-01-13,2026-01,22,Tuesday
TXN00014711,2026-02-06 08:05:02,USR90525,MCH9888,10222.36,UTR4063458835,5411,SUCCESS,True,2026-02-06,2026-02,8,Friday
TXN00018474,2026-02-04 14:40:14,USR50590,MCH6271,10839.22,UTR4596136519,5411,SUCCESS,True,2026-02-04,2026-02,14,Wednesday
TXN00000224,2026-03-01 03:00:12,USR15259,MCH1799,9199.22,UTR2738330060,5999,SUCCESS,True,2026-03-01,2026-03,3,Sunday
TXN00005633,2026-01-29 07:58:11,USR69720,MCH9129,4672.89,UTR4546388237,7011,SUCCESS,True,2026-01-29,2026-01,7,Thursday
TXN00004328,2026-02-03 11:49:56,USR19395,MCH4330,24563.21,UTR7701194945,5999,SUCCESS,True,2026-02-03,2026-02,11,Tuesday
TXN00009685,2026-02-17 05:55:50,USR48293,MCH3778,13853.0,UTR0416062097,7011,SUCCESS,True,2026-02-17,2026-02,5,Tuesday
TXN00002724,2026-03-14 04:01:56,USR74105,MCH2807,11455.31,UTR9017145438,5411,SUCCESS,True,2026-03-14,2026-03,4,Saturday
TXN00012687,2026-01-21 02:49:51,USR17936,MCH4330,15994.0,UTR9292098304,5999,SUCCESS,True,2026-01-21,2026-01,2,Wednesday
TXN00013883,2026-01-31 20:52:51,USR66862,MCH5569,16368.07,UTR2460914781,5912,SUCCESS,True,2026-01-31,2026-01,20,Saturday
TXN00010284,2026-02-07 17:53:38,USR84713,MCH8033,20724.96,UTR9679708700,5912,SUCCESS,True,2026-02-07,2026-02,17,Saturday
TXN00016950,2026-03-02 21:52:21,USR92059,MCH5284,8732.0,UTR9637214589,5912,SUCCESS,True,2026-03-02,2026-03,21,Monday
TXN00001288,2026-03-31 16:52:07,USR62469,MCH4709,8772.17,UTR4380253542,5812,SUCCESS,True,2026-03-31,2026-03,16,Tuesday
TXN00018168,2026-02-26 18:15:26,USR18484,MCH7007,14231.14,UTR0728524782,5411,SUCCESS,True,2026-02-26,2026-02,18,Thursday
TXN00019686,2026-02-09 03:30:45,USR18812,MCH4407,12580.71,UTR6640964146,5812,SUCCESS,True,2026-02-09,2026-02,3,Monday
TXN00003100,2026-03-16 03:54:54,USR57308,MCH7112,10845.23,UTR1936400434,5411,SUCCESS,True,2026-03-16,2026-03,3,Monday
TXN00004458,2026-01-14 17:23:21,USR45841,MCH8118,3508.28,UTR4012895022,5999,SUCCESS,True,2026-01-14,2026-01,17,Wednesday
TXN00005596,2026-02-09 17:41:28,USR14781,MCH9010,11951.91,UTR7767785322,5999,SUCCESS,True,2026-02-09,2026-02,17,Monday
TXN00013560,2026-10-02 18:48:56,USR52838,MCH2487,12874.04,UTR2505214559,7011,SUCCESS,True,2026-10-02,2026-10,18,Friday
TXN00005113,2026-01-20 22:08:15,USR59091,MCH5481,15023.8,UTR7885746162,7011,SUCCESS,True,2026-01-20,2026-01,22,Tuesday
TXN00004382,2026-02-09 07:49:44,USR41359,MCH6188,1788.0,UTR3223727564,5411,FAILED,True,2026-02-09,2026-02,7,Monday
TXN00000501,2026-03-21 07:59:26,USR89249,MCH6141,17457.06,UTR6418765672,4131,SUCCESS,True,2026-03-21,2026-03,7,Saturday
TXN00015867,2026-02-03 09:51:32,USR22510,MCH1710,19999.28,UTR4037860306,5999,SUCCESS,True,2026-02-03,2026-02,9,Tuesday
TXN00009000,2026-03-08 18:50:10,USR50781,MCH4452,23299.28,UTR7035856587,5999,FAILED,True,2026-03-08,2026-03,18,Sunday
TXN00015273,2026-02-25 21:26:11,USR68103,MCH9191,9060.1,UTR3174009003,4131,SUCCESS,True,2026-02-25,2026-02,21,Wednesday
TXN00014299,2026-03-29 14:21:33,USR65210,MCH2827,12535.81,UTR8506543282,5411,SUCCESS,True,2026-03-29,2026-03,14,Sunday
TXN00003270,2026-01-28 02:07:55,USR15604,MCH4643,17218.9,UTR3172822886,5812,FAILED,True,2026-01-28,2026-01,2,Wednesday
TXN00001731,2026-01-20 11:53:08,USR32551,MCH1513,7663.28,UTR5999659974,5812,SUCCESS,True,2026-01-20,2026-01,11,Tuesday
TXN00010729,2026-02-05 11:50:33,USR15670,MCH7869,4434.27,UTR9532881220,5812,SUCCESS,True,2026-02-05,2026-02,11,Thursday
TXN00016379,2026-02-02 12:14:35,USR33003,MCH4564,13236.1,UTR0210719519,5411,SUCCESS,True,2026-02-02,2026-02,12,Monday
TXN00019886,2026-02-27 11:51:21,USR63295,MCH8082,13247.83,,5999,SUCCESS,False,2026-02-27,2026-02,11,Friday
TXN00013446,2026-09-03 16:11:52,USR65132,MCH2804,22208.81,UTR9695047215,5411,SUCCESS,True,2026-09-03,2026-09,16,Thursday
TXN00019919,2026-02-11 07:16:01,USR28532,MCH4744,21787.59,UTR5946059768,7011,SUCCESS,True,2026-02-11,2026-02,7,Wednesday
TXN00015848,2026-03-14 00:00:00,USR47788,MCH8306,19340.0,UTR5491341754,5411,PENDING,True,2026-03-14,2026-03,0,Saturday
TXN00012409,2026-02-11 08:41:30,USR21890,MCH6790,24277.1,UTR6709219519,5912,SUCCESS,True,2026-02-11,2026-02,8,Wednesday
TXN00004601,2026-03-25 07:19:26,USR12389,MCH1015,4973.8,UTR7964275007,5812,SUCCESS,True,2026-03-25,2026-03,7,Wednesday
TXN00001022,2026-03-02 21:34:50,USR50138,MCH1795,7440.75,UTR4834151699,7011,SUCCESS,True,2026-03-02,2026-03,21,Monday
TXN00003957,2026-02-06 05:16:23,USR20098,MCH1501,23162.33,UTR3598244387,5912,SUCCESS,True,2026-02-06,2026-02,5,Friday
TXN00005885,2026-02-05 18:19:19,USR17338,MCH5199,12009.79,UTR6613055314,5999,SUCCESS,True,2026-02-05,2026-02,18,Thursday
TXN00003161,2026-03-23 00:00:00,USR25738,MCH5735,11103.55,,7011,FAILED,False,2026-03-23,2026-03,0,Monday
TXN00003183,2026-03-19 08:34:23,USR83823,MCH6677,7752.07,UTR7232258080,4131,SUCCESS,True,2026-03-19,2026-03,8,Thursday
TXN00005958,2026-03-28 22:37:35,USR27388,MCH3069,9224.44,UTR1270153526,7011,SUCCESS,True,2026-03-28,2026-03,22,Saturday
TXN00018600,2026-01-03 01:57:59,USR52027,MCH9778,6989.39,UTR1379778285,5812,SUCCESS,True,2026-01-03,2026-01,1,Saturday
TXN00011473,2026-03-03 00:00:00,USR28894,MCH8529,24964.02,UTR8038923106,5411,SUCCESS,True,2026-03-03,2026-03,0,Tuesday
TXN00009867,2026-03-09 00:58:30,USR30052,MCH1367,10701.31,UTR2346819295,4131,SUCCESS,True,2026-03-09,2026-03,0,Monday
TXN00018096,2026-09-03 09:26:52,USR49422,MCH2628,13326.81,UTR8557379697,5999,SUCCESS,True,2026-09-03,2026-09,9,Thursday
TXN00017701,2026-03-02 05:49:07,USR36315,MCH4921,19623.08,UTR6081235727,7011,SUCCESS,True,2026-03-02,2026-03,5,Monday
TXN00006531,2026-01-21 01:59:54,USR58010,MCH1941,13869.97,UTR3163046139,5812,SUCCESS,True,2026-01-21,2026-01,1,Wednesday
TXN00009761,2026-02-05 20:21:06,USR26470,MCH3240,23132.36,UTR4257556463,5999,FAILED,True,2026-02-05,2026-02,20,Thursday
TXN00003245,2026-03-06 07:06:01,USR62662,MCH6418,17556.63,UTR2892934019,5999,SUCCESS,True,2026-03-06,2026-03,7,Friday
TXN00006562,2026-03-22 13:46:10,USR64443,MCH7071,8094.88,UTR1599752498,5999,SUCCESS,True,2026-03-22,2026-03,13,Sunday
TXN00002254,2026-12-03 14:54:58,USR94428,MCH8149,20733.88,UTR8066942893,5411,SUCCESS,True,2026-12-03,2026-12,14,Thursday
TXN00016290,2026-03-18 22:25:36,USR21325,MCH5558,442.18,UTR7671258903,4131,SUCCESS,True,2026-03-18,2026-03,22,Wednesday
TXN00016796,2026-02-12 22:02:25,USR80985,MCH6805,3687.47,UTR0030159658,5912,FAILED,True,2026-02-12,2026-02,22,Thursday
TXN00010765,2026-01-06 06:54:03,USR94871,MCH6302,19884.0,UTR2028825714,5812,SUCCESS,True,2026-01-06,2026-01,6,Tuesday
TXN00019503,2026-02-22 01:00:03,USR41382,MCH4223,15791.16,UTR6699377405,5912,SUCCESS,True,2026-02-22,2026-02,1,Sunday
TXN00014716,2026-08-02 07:36:01,USR49876,MCH2050,3366.08,UTR1476775470,7011,SUCCESS,True,2026-08-02,2026-08,7,Sunday
TXN00006256,2026-02-23 03:15:37,USR14015,MCH6029,13751.42,UTR2129646944,5912,SUCCESS,True,2026-02-23,2026-02,3,Monday
TXN00004895,2026-11-03 04:32:45,USR47645,MCH2661,9676.31,UTR8070140615,5912,SUCCESS,True,2026-11-03,2026-11,4,Tuesday
TXN00013615,2026-12-02 13:50:51,USR55054,MCH5778,12236.91,UTR3196969917,4131,PENDING,True,2026-12-02,2026-12,13,Wednesday
TXN00004390,2026-01-03 20:01:22,USR82367,MCH2471,1111.0,UTR8049306447,4131,FAILED,True,2026-01-03,2026-01,20,Saturday
TXN00013135,2026-03-15 23:28:30,USR62232,MCH5820,16348.45,UTR0689397331,5812,SUCCESS,True,2026-03-15,2026-03,23,Sunday
TXN00007764,2026-02-22 13:43:32,USR45173,MCH9008,17835.91,UTR4303084605,5999,SUCCESS,True,2026-02-22,2026-02,13,Sunday
TXN00006741,2026-02-22 13:01:20,USR97470,MCH8566,4285.0,UTR2018087042,5411,SUCCESS,True,2026-02-22,2026-02,13,Sunday
TXN00005667,2026-01-15 16:09:35,USR82683,MCH4954,17585.0,UTR1856107063,5812,SUCCESS,True,2026-01-15,2026-01,16,Thursday
TXN00002573,2026-09-03 13:57:55,USR45426,MCH7628,8044.18,UTR8379481246,4131,SUCCESS,True,2026-09-03,2026-09,13,Thursday
TXN00008388,2026-01-10 08:17:36,USR33183,MCH3234,8337.71,UTR8271193431,7011,SUCCESS,True,2026-01-10,2026-01,8,Saturday
TXN00001918,2026-01-17 22:01:23,USR86997,MCH8289,14830.18,UTR0226310424,5999,FAILED,True,2026-01-17,2026-01,22,Saturday
TXN00006890,2026-03-31 04:30:36,USR18653,MCH5002,12754.53,UTR4896759390,7011,SUCCESS,True,2026-03-31,2026-03,4,Tuesday
TXN00001877,2026-03-18 09:47:30,USR68781,MCH7697,14762.79,UTR4828129667,5411,SUCCESS,True,2026-03-18,2026-03,9,Wednesday
TXN00012941,2026-03-15 12:02:44,USR45922,MCH7221,7072.81,UTR1085355495,5411,SUCCESS,True,2026-03-15,2026-03,12,Sunday
TXN00001855,2026-03-04 14:33:19,USR51089,MCH4135,22973.97,UTR9892348742,7011,SUCCESS,True,2026-03-04,2026-03,14,Wednesday
TXN00007710,2026-03-22 19:06:47,USR26757,MCH2527,21021.22,,7011,SUCCESS,False,2026-03-22,2026-03,19,Sunday
TXN00008290,2026-01-15 22:39:21,USR27847,MCH7236,12764.71,UTR6153659104,5812,SUCCESS,True,2026-01-15,2026-01,22,Thursday
TXN00006772,2026-03-18 12:25:58,USR94267,MCH2968,21751.92,UTR8820824677,5411,SUCCESS,True,2026-03-18,2026-03,12,Wednesday
TXN00007152,2026-01-11 13:35:54,USR89803,MCH5051,2607.94,UTR6520425753,7011,SUCCESS,True,2026-01-11,2026-01,13,Sunday
TXN00019159,2026-01-03 20:51:03,USR91934,MCH3192,3235.55,UTR7785440434,7011,SUCCESS,True,2026-01-03,2026-01,20,Saturday
TXN00018877,2026-02-12 17:03:46,USR94279,MCH4458,2633.71,UTR0208479978,5411,FAILED,True,2026-02-12,2026-02,17,Thursday
TXN00013932,2026-02-15 01:49:16,USR12186,MCH9903,22356.76,UTR2777053913,7011,SUCCESS,True,2026-02-15,2026-02,1,Sunday
TXN00011036,2026-02-28 01:17:28,USR58619,MCH4195,23630.29,UTR8606568251,5411,SUCCESS,True,2026-02-28,2026-02,1,Saturday
TXN00002210,2026-02-10 13:17:50,USR25650,MCH7633,22770.15,UTR6547928288,5999,SUCCESS,True,2026-02-10,2026-02,13,Tuesday
TXN00013949,2026-02-26 16:46:41,USR52890,MCH8297,13314.64,UTR8644144643,4131,SUCCESS,True,2026-02-26,2026-02,16,Thursday
TXN00010462,2026-01-10 06:57:34,USR74619,MCH7994,13136.01,UTR7807345583,5411,SUCCESS,True,2026-01-10,2026-01,6,Saturday
TXN00006278,2026-03-22 15:33:40,USR34338,MCH9625,9120.52,UTR8320354300,5999,PENDING,True,2026-03-22,2026-03,15,Sunday
TXN00003871,2026-02-17 15:10:14,USR42606,MCH9293,9887.53,UTR5551098474,4131,SUCCESS,True,2026-02-17,2026-02,15,Tuesday
TXN00001361,2026-03-30 22:36:15,USR32248,MCH6292,22809.96,UTR0970673209,5411,SUCCESS,True,2026-03-30,2026-03,22,Monday
TXN00009946,2026-01-08 11:06:07,USR94116,MCH6420,6344.99,UTR4147066623,5999,SUCCESS,True,2026-01-08,2026-01,11,Thursday
TXN00014956,2026-01-14 11:34:27,USR56846,MCH6762,17894.0,UTR5535367419,4131,SUCCESS,True,2026-01-14,2026-01,11,Wednesday
TXN00019328,2026-01-27 00:00:00,USR44178,MCH2650,13654.39,UTR1102816150,5411,SUCCESS,True,2026-01-27,2026-01,0,Tuesday
TXN00006743,2026-04-02 19:47:26,USR56840,MCH9043,14258.98,UTR9104827598,4131,SUCCESS,True,2026-04-02,2026-04,19,Thursday
TXN00016890,2026-01-04 17:12:15,USR71010,MCH6947,5759.97,UTR8213266496,4131,SUCCESS,True,2026-01-04,2026-01,17,Sunday
TXN00002944,2026-02-03 14:17:31,USR16871,MCH1543,17863.46,UTR5195239565,5912,SUCCESS,True,2026-02-03,2026-02,14,Tuesday
TXN00015833,2026-03-06 16:22:11,USR16919,MCH6172,11314.83,UTR8917323097,5812,SUCCESS,True,2026-03-06,2026-03,16,Friday
TXN00007043,2026-02-23 21:24:22,USR63554,MCH6856,16154.71,UTR7336479883,5912,SUCCESS,True,2026-02-23,2026-02,21,Monday
TXN00000544,2026-01-26 10:24:00,USR55398,MCH3702,16796.0,UTR1271171522,5411,SUCCESS,True,2026-01-26,2026-01,10,Monday
TXN00013082,2026-02-05 21:11:51,USR51796,MCH6558,4249.83,UTR5780172800,5912,FAILED,True,2026-02-05,2026-02,21,Thursday
TXN00018606,2026-01-20 01:07:09,USR79348,MCH3891,15822.0,UTR5691443894,5999,SUCCESS,True,2026-01-20,2026-01,1,Tuesday
TXN00008708,2026-03-05 15:12:56,USR70734,MCH8795,12585.0,UTR2977773398,5411,SUCCESS,True,2026-03-05,2026-03,15,Thursday
TXN00001416,2026-03-15 18:54:22,USR70574,MCH6009,23415.78,UTR4690357243,5812,SUCCESS,True,2026-03-15,2026-03,18,Sunday
TXN00015801,2026-01-18 16:30:53,USR15942,MCH8224,12354.43,UTR9996906622,4131,SUCCESS,True,2026-01-18,2026-01,16,Sunday
TXN00006868,2026-02-02 05:20:40,USR99527,MCH3029,4499.48,UTR2114946772,5812,SUCCESS,True,2026-02-02,2026-02,5,Monday
TXN00014400,2026-06-03 07:49:47,USR52163,MCH9650,1310.79,UTR9004810689,5999,SUCCESS,True,2026-06-03,2026-06,7,Wednesday
TXN00003793,2026-01-21 13:32:52,USR38819,MCH2865,14875.0,UTR6018853447,5812,SUCCESS,True,2026-01-21,2026-01,13,Wednesday
TXN00013122,2026-01-31 01:39:27,USR32938,MCH8037,1094.48,UTR5192612128,5999,FAILED,True,2026-01-31,2026-01,1,Saturday
TXN00019973,2026-03-16 00:00:00,USR54512,MCH6087,13754.22,UTR6350813794,4131,SUCCESS,True,2026-03-16,2026-03,0,Monday
TXN00005733,2026-02-01 01:04:13,USR57996,MCH4311,16398.96,UTR9717957041,7011,SUCCESS,True,2026-02-01,2026-02,1,Sunday
TXN00000857,2026-01-28 17:47:41,USR36546,MCH1993,923.0,UTR5550054258,5411,SUCCESS,True,2026-01-28,2026-01,17,Wednesday
TXN00009229,2026-03-14 18:04:35,USR51915,MCH1115,9604.88,UTR7417389627,7011,SUCCESS,True,2026-03-14,2026-03,18,Saturday
TXN00003956,2026-01-08 16:07:41,USR88988,MCH4530,21711.55,UTR0982077199,5812,SUCCESS,True,2026-01-08,2026-01,16,Thursday
TXN00011166,2026-01-17 05:27:17,USR65914,MCH8645,13353.57,UTR1399509627,5999,SUCCESS,True,2026-01-17,2026-01,5,Saturday
TXN00013458,2026-01-28 07:05:26,USR94809,MCH7835,2813.91,UTR5382624520,5912,FAILED,True,2026-01-28,2026-01,7,Wednesday
